 zcr, rms, centroid, rolloff, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13,filename,duration[ms],age,gender,delta
0.0543,0.0417,541.6906,826.4331,-429.4627,31.1944,-0.1048,16.9854,10.348,-6.7363,-10.149,-3.7124,-2.7968,-5.9841,-2.8661,-1.1732,-4.715,common_voice_es_42677563.mp3,2988,senior,male,cv-corpus-21.0-delta-2025-03-14
0.141,0.0935,1493.9,2072.6,-351.2677,75.0587,0.6401,33.1314,14.6993,-18.3133,-23.155,-10.8558,-7.1643,-14.8415,-10.1811,-3.595,-7.5709,common_voice_es_42677573.mp3,8568,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1973,0.0809,2256.55,3005.32,-348.5619,77.2075,1.5054,21.2937,16.8286,-13.9491,-32.4347,-2.8147,-5.8995,-12.7098,-8.9523,-7.4526,-13.2425,common_voice_es_42677620.mp3,7596,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1154,0.0384,1083.22,1627.79,-376.6852,60.0725,-8.8533,13.6128,17.3619,-11.9976,-20.083,-3.2786,-9.4488,-4.6331,1.0418,-1.0396,-6.4158,common_voice_es_42687932.mp3,6120,senior,male,cv-corpus-21.0-delta-2025-03-14
0.24,0.0953,1916.58,2505.87,-350.7739,79.6783,-2.3248,24.8478,17.9912,-4.0191,-27.9044,-11.5275,-9.7671,-7.1098,-9.649,-3.5537,-3.4869,common_voice_es_42687957.mp3,5832,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1367,0.0633,1216.55,1782,-403.3042,58.9556,-5.4345,20.8235,12.3937,-7.365,-18.4569,-4.7467,-9.6766,-6.696,-0.1067,-3.0141,-6.1147,common_voice_es_42687958.mp3,3924,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1144,0.0641,1228.33,1938.94,-355.3743,82.22,-14.3772,29.5068,22.198,-16.9702,-24.0424,-22.0487,-13.5495,-6.5234,-5.7914,-7.5725,-11.4542,common_voice_es_42688058.mp3,6048,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1453,0.0546,1474.33,2061.85,-394.5375,63.9042,-16.2692,20.9371,26.1596,-7.9791,-21.033,-9.9712,-9.1163,-6.3344,3.0129,-2.2463,-10.661,common_voice_es_42688092.mp3,4572,senior,male,cv-corpus-21.0-delta-2025-03-14
0.0873,0.0414,859.3556,1370.02,-450.8383,36.3069,-5.8857,15.2002,17.3993,-9.9731,-11.798,-3.0453,-3.3828,-4.0536,-3.8697,-2.7133,-6.7704,common_voice_es_42688209.mp3,3168,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1431,0.0407,1236.19,1650.23,-459.542,33.5704,-15.6232,15.5666,9.8387,-9.4017,-6.7724,-5.4373,-2.686,-0.912,-1.5504,-2.7445,-6.8549,common_voice_es_42688211.mp3,2844,senior,male,cv-corpus-21.0-delta-2025-03-14
0.1641,0.0415,1533.14,2400.18,-396.359,66.4825,-5.1998,29.6335,26.3981,-1.2978,-24.4931,-16.9155,-16.0064,-9.4377,-10.8847,-9.0874,-9.652,common_voice_es_42704582.mp3,6624,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1302,0.0562,1339.32,2062.3,-347.3899,67.0074,-4.7127,26.7171,11.0356,-8.323,-25.842,-17.6256,-16.1351,-8.0043,-2.9531,-5.1465,-8.8859,common_voice_es_42704651.mp3,5724,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1229,0.0895,1226.47,1939.29,-317.3269,95.606,-12.9265,28.152,26.1081,-7.113,-34.2198,-15.8705,-16.4711,-11.4319,-9.0962,-7.939,-8.9454,common_voice_es_42704678.mp3,6264,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1383,0.0402,1419.83,2276.17,-396.3532,85.9662,1.6667,30.1285,13.5671,-11.4057,-25.2655,-15.5862,-18.5478,-10.2287,-6.1577,-3.5974,-12.2751,common_voice_es_42704790.mp3,6408,senior,male,cv-corpus-22.0-delta-2025-06-20
0.123,0.1232,1589.81,2258.21,-343.6533,76.334,17.526,10.7694,-20.1687,-30.0273,-12.4944,-17.5349,-22.232,-9.469,-9.8606,-5.8234,-4.4929,common_voice_es_42741891.mp3,10620,young,female,cv-corpus-22.0-delta-2025-06-20
0.1347,0.0697,1596.67,2207.26,-390.3164,76.5819,17.2045,19.9099,-14.9677,-30.2449,-16.0252,-21.1031,-23.3041,-9.5019,-8.3784,-6.5802,-4.1029,common_voice_es_42741892.mp3,13968,young,female,cv-corpus-22.0-delta-2025-06-20
0.1027,0.0624,1014.43,1599.82,-408.1995,91.036,10.8168,17.2395,-21.6659,-28.4592,-11.1891,-23.7023,-20.1568,-12.8138,-15.5605,-6.5688,-6.4749,common_voice_es_42741893.mp3,8460,young,female,cv-corpus-22.0-delta-2025-06-20
0.1911,0.1089,1861.47,2493.88,-360.9721,64.0867,20.259,23.0039,-18.6582,-23.3825,-2.2647,-20.1229,-22.1473,-5.6418,-13.4219,-7.526,-4.6359,common_voice_es_42741894.mp3,8388,young,female,cv-corpus-22.0-delta-2025-06-20
0.1617,0.0822,1592.27,2355.44,-383.5591,84.4369,-5.7473,8.174,-2.9129,-18.448,-17.2996,-20.4911,-17.8732,-17.2337,-17.2602,-2.6481,-5.5321,common_voice_es_42741897.mp3,13896,young,female,cv-corpus-22.0-delta-2025-06-20
0.1693,0.0544,2864.93,3641.82,-434.8377,47.8955,10.5623,24.1012,0.6735,-7.1339,-4.0339,-14.0236,-14.7049,-12.9995,-11.8005,-5.7744,-5.8304,common_voice_es_42741898.mp3,12708,young,female,cv-corpus-22.0-delta-2025-06-20
0.2863,0.057,3341.27,3824.84,-430.3494,69.7092,-3.335,5.709,-0.8336,-14.9696,-15.7657,-14.3907,-13.8149,-8.5134,-9.6228,-7.2244,-1.7443,common_voice_es_42741901.mp3,9180,young,female,cv-corpus-22.0-delta-2025-06-20
0.1198,0.0871,1910.39,2607.93,-379.1538,67.1734,-1.6613,4.6493,-0.4373,-5.7559,-10.1946,-15.5499,-15.6811,-13.6509,-12.8076,-7.1084,-4.2671,common_voice_es_42741902.mp3,11736,young,female,cv-corpus-22.0-delta-2025-06-20
0.3207,0.0611,4980.73,5632.22,-421.7383,38.7463,0.7066,8.9134,1.561,-8.6807,-7.9774,-6.478,-11.7374,-8.3372,-6.4397,-2.0532,-2.8444,common_voice_es_42741903.mp3,13860,young,female,cv-corpus-22.0-delta-2025-06-20
0.1531,0.0674,1984.11,2712.68,-387.0122,65.596,4.3386,13.8642,1.7724,-15.2297,-13.2011,-15.1383,-18.5196,-15.5463,-13.0998,-5.2695,-5.3705,common_voice_es_42741904.mp3,9180,young,female,cv-corpus-22.0-delta-2025-06-20
0.1576,0.0668,1765.2,2671.23,-402.4987,69.7873,7.4345,29.8483,1.2005,-13.0509,-17.3831,-22.6715,-26.6843,-23.2503,-15.361,-4.5412,-6.5977,common_voice_es_42741907.mp3,14796,young,female,cv-corpus-22.0-delta-2025-06-20
0.107,0.0665,1279.87,2132.66,-384.918,70.3802,6.3907,21.9218,-3.9116,-14.9116,-15.3909,-20.8169,-22.1577,-19.1626,-15.7679,-4.1576,-6.1783,common_voice_es_42741908.mp3,8568,young,female,cv-corpus-22.0-delta-2025-06-20
0.1363,0.0888,1230.54,2004.28,-344.4326,100.6102,-18.3597,2.3755,-5.0241,-25.5789,-24.9985,-21.8214,-21.9313,-17.3618,-10.8283,-3.6279,-4.4424,common_voice_es_42741912.mp3,10476,young,female,cv-corpus-22.0-delta-2025-06-20
0.1464,0.0847,1345.7,2039.61,-376.9644,85.5896,8.1155,24.9992,-3.1392,-14.4475,-12.5136,-27.1982,-27.9908,-23.9275,-22.7157,-10.3085,-0.3319,common_voice_es_42741913.mp3,9036,young,female,cv-corpus-22.0-delta-2025-06-20
0.1746,0.0539,1715.39,2453.27,-377.2871,52.768,-17.8246,15.9774,15.1935,-8.9423,-20.0506,-9.9181,-7.2603,-3.8761,-8.0455,-2.0018,-4.1433,common_voice_es_42749571.mp3,4824,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1461,0.0854,1360.1,2078.52,-317.9683,94.2891,-7.6177,33.2915,15.4612,-21.2834,-30.5218,-14.2769,-21.5374,-9.2989,-14.7053,-7.3149,-10.9649,common_voice_es_42749664.mp3,6228,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1657,0.0546,1542.66,2263.49,-353.2675,64.6963,-5.3282,31.0058,9.371,-12.2844,-15.0237,-11.7381,-17.5647,-6.2452,-8.0742,-4.1647,-7.3298,common_voice_es_42749670.mp3,6084,senior,male,cv-corpus-22.0-delta-2025-06-20
0.208,0.0791,1817.52,2553.54,-347.1026,77.0986,-7.5375,15.3802,11.2833,-10.908,-21.1768,-9.9897,-14.4365,-5.9365,-8.333,-5.3068,-12.6188,common_voice_es_42749707.mp3,5688,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1178,0.0715,1605.28,2308.22,-365.958,95.8059,-2.924,20.6928,19.06,-17.4297,-27.7579,-7.8485,-13.4833,-9.3811,-4.2939,-5.5884,-6.8848,common_voice_es_42749791.mp3,5760,senior,male,cv-corpus-22.0-delta-2025-06-20
0.1097,0.0528,1265.03,2151.82,-398.3627,38.67,11.5145,11.7961,-4.4967,-2.8683,-11.2115,-12.8462,-9.8694,-16.1956,-7.8179,-10.824,-0.3145,common_voice_es_42750362.mp3,5616,senior,female,cv-corpus-22.0-delta-2025-06-20
0.2122,0.0505,2344.93,3606.94,-382.675,31.4255,24.6838,13.6799,-7.1453,3.4614,-21.7365,-20.2542,-10.7503,-18.4749,-11.5338,-10.7995,0.8669,common_voice_es_42750363.mp3,8352,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1788,0.0414,1942.27,3320.16,-399.5855,42.9772,15.5712,14.8774,-8.8988,-6.1002,-18.4493,-23.1533,-18.6299,-20.6699,-10.4013,-11.8298,2.8653,common_voice_es_42750364.mp3,6372,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1861,0.057,2008.07,3471.19,-352.8063,40.2485,16.6993,10.8974,-9.3361,-7.1144,-22.2505,-20.8171,-21.467,-14.8437,-9.1111,-6.4805,3.1752,common_voice_es_42750364_aug_pitch_1.17.mp3,6372,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1232,0.0416,1311.23,2214.57,-415.3393,27.4484,15.9444,20.6524,-3.3016,-1.1802,-10.7392,-11.0221,-10.4809,-16.1311,-6.761,-9.2338,0.4948,common_voice_es_42750365.mp3,4320,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1767,0.0577,1861.59,3064.89,-367.3787,51.1545,8.7692,7.2622,-15.2867,-2.4013,-17.8211,-23.3523,-18.4361,-19.9259,-10.1023,-10.8643,3.3336,common_voice_es_42750366.mp3,6840,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1475,0.0934,1763.92,2861.56,-326.3736,53.0519,9.5518,13.223,-9.0013,-5.6903,-16.4602,-18.9149,-15.9577,-21.5014,-9.5204,-13.0912,2.8415,common_voice_es_42750367.mp3,8316,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1547,0.0885,1799.39,2983.33,-337.3619,55.4098,17.5504,14.3151,-7.9827,-2.066,-17.2366,-19.2158,-20.2495,-23.2858,-14.1664,-9.854,2.759,common_voice_es_42750368.mp3,8568,senior,female,cv-corpus-22.0-delta-2025-06-20
0.2059,0.0436,2322.09,3798.22,-390.1685,40.1699,24.3102,22.9525,-6.6702,-5.6939,-20.7292,-23.197,-17.7297,-30.0368,-10.2775,-9.0783,2.6826,common_voice_es_42750369.mp3,7092,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1802,0.0464,1829.92,2884.21,-400.4865,58.8789,14.9135,9.8405,-15.076,-1.1513,-17.3114,-23.5146,-17.4132,-19.164,-10.9073,-12.7573,-0.8575,common_voice_es_42750370.mp3,7920,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1345,0.0494,1640.96,2931.73,-394.7974,58.9693,12.3783,6.7706,-14.2173,-4.0588,-14.0846,-24.7026,-15.7748,-21.5385,-9.5856,-13.2139,1.3094,common_voice_es_42750371.mp3,6804,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0937,0.0538,1237.62,2237.86,-376.5163,44.8921,11.9408,12.4732,-13.2864,-4.7523,-11.9537,-18.0333,-11.2698,-16.507,-10.3292,-10.9895,2.1427,common_voice_es_42750372.mp3,5436,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1142,0.0469,1372.66,2399.93,-385.5026,44.1187,12.4341,11.4094,-13.6518,-5.7497,-12.969,-17.4512,-11.3601,-17.2763,-10.378,-10.2745,1.9856,common_voice_es_42750372_aug_stretch_0.95.mp3,5738,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0787,0.0409,932.7514,1675.91,-419.4032,32.928,5.8883,13.5456,-6.6611,-5.1343,-7.5141,-13.291,-9.7584,-16.2325,-8.6174,-6.8587,2.9867,common_voice_es_42750373.mp3,4068,senior,female,cv-corpus-22.0-delta-2025-06-20
0.2005,0.0537,2109.08,3408.84,-388.3026,44.5723,25.7812,23.8814,-10.0794,-8.1117,-22.6398,-21.1983,-17.5438,-25.1728,-14.0845,-12.8078,2.9425,common_voice_es_42750374.mp3,6048,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0387,0.041,599.7989,1136.25,-436.6181,28.3441,6.795,11.5878,0.2393,-2.126,-4.0885,-12.7336,-9.3954,-11.9154,-3.0572,-9.4197,2.255,common_voice_es_42750375.mp3,3060,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0402,0.0478,608.11,1160.38,-428.2641,28.7632,6.9026,11.4184,-0.1177,-2.0189,-4.4598,-12.9855,-8.9033,-10.7332,-2.7906,-8.9615,2.8049,common_voice_es_42750375_aug_pitch_0.13.mp3,3060,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0457,0.0367,620.1662,1099.57,-446.4081,25.2727,5.369,10.589,0.2359,-2.3222,-5.2105,-12.494,-8.2707,-9.9369,-2.6246,-9.2076,1.8983,common_voice_es_42750375_aug_stretch_1.02.mp3,3009,senior,female,cv-corpus-22.0-delta-2025-06-20
0.123,0.0374,1485.14,2313.45,-417.8928,39.2098,13.1391,9.0137,-7.7357,-0.8597,-9.2882,-17.1671,-10.1063,-17.0018,-7.0239,-7.7151,-1.4568,common_voice_es_42750376.mp3,4608,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1381,0.0642,1601.7,2516.12,-360.2873,51.3642,12.5756,4.6537,-16.3315,1.2371,-13.2064,-16.3384,-11.2567,-16.9062,-9.4746,-8.7201,1.4912,common_voice_es_42750377.mp3,6228,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1503,0.0577,1762.19,3011.05,-369.4117,52.9257,7.3936,18.4307,-12.086,-10.1075,-15.3913,-19.6363,-13.4893,-17.554,-11.0659,-13.0296,5.7975,common_voice_es_42750378.mp3,5436,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1564,0.0597,1764.98,2964.17,-377.5586,54.7277,7.8155,15.0846,-11.2987,-9.8991,-17.6253,-18.362,-13.1033,-18.2768,-12.3415,-11.7065,6.3624,common_voice_es_42750378_aug_pitch_0.10.mp3,5436,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1423,0.0625,1549.67,2716.11,-356.753,46.0302,10.6908,4.4486,-16.646,-1.9224,-13.9865,-19.1323,-11.0964,-17.0474,-7.9433,-10.7099,1.935,common_voice_es_42750379.mp3,5652,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1368,0.0414,1462.17,2595.04,-391.0606,39.7201,9.2262,-0.0577,-14.6155,-2.0516,-13.0284,-16.6683,-9.8968,-13.7714,-6.1368,-9.0228,2.4816,common_voice_es_42750379_aug_stretch_1.09.mp3,5194,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1267,0.0585,1673.01,2912.67,-373.6434,45.3851,16.2992,22.7147,-8.0018,-4.6611,-16.2017,-15.9576,-15.1444,-23.1928,-10.0234,-13.2157,3.6747,common_voice_es_42750380.mp3,5364,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1518,0.0656,1675.25,2856.54,-355.9611,45.101,13.0336,5.4393,-12.5065,-4.7441,-16.7992,-22.0983,-16.8673,-17.1676,-6.9916,-10.8524,2.6491,common_voice_es_42750381.mp3,5076,senior,female,cv-corpus-22.0-delta-2025-06-20
0.176,0.0436,1841.44,3085.34,-394.1497,43.7851,17.3825,17.6466,-7.4187,-4.9023,-15.2609,-19.6529,-15.7591,-24.3622,-10.448,-13.1816,1.4552,common_voice_es_42750382.mp3,6624,senior,female,cv-corpus-22.0-delta-2025-06-20
0.101,0.0433,1054.46,1714.77,-398.2136,20.9178,11.8852,4.6357,-8.0746,4.3244,-6.2771,-10.7816,-4.7553,-9.9793,-4.8577,-4.3318,-0.8342,common_voice_es_42750383.mp3,3420,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1576,0.09,1729.51,2837.43,-329.0588,61.9893,12.1572,18.9321,-11.86,-3.214,-19.2128,-24.9958,-20.2126,-23.5127,-6.925,-11.7482,3.1672,common_voice_es_42750384.mp3,5832,senior,female,cv-corpus-22.0-delta-2025-06-20
0.13,0.0549,1724.94,2944.27,-383.9899,63.0899,16.166,10.5429,-14.7163,0.2734,-12.4587,-24.0093,-14.2753,-24.1416,-7.7499,-15.3506,2.1658,common_voice_es_42750385.mp3,6804,senior,female,cv-corpus-22.0-delta-2025-06-20
0.2236,0.0701,2272.65,3488.26,-358.2047,36.1166,26.643,15.0063,-15.6014,1.1787,-11.4927,-20.068,-15.1487,-23.6328,-12.3483,-10.1701,-1.5507,common_voice_es_42750386.mp3,6732,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0383,0.036,445.01,755.623,-447.0681,24.3637,10.1442,1.4832,-3.4505,1.6181,-3.1848,-6.6069,-4.5229,-9.6199,-5.7254,-2.8773,0.4775,common_voice_es_42750387.mp3,3312,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1074,0.053,1175.14,1972.48,-372.1819,36.4191,6.9771,9.4491,-8.1313,-4.1654,-15.8144,-11.5083,-6.9033,-13.2733,-6.0769,-8.8753,0.9446,common_voice_es_42750388.mp3,4140,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1465,0.0469,1551.35,2460.74,-428.4489,31.8758,15.893,13.4597,-5.006,-1.0775,-12.1702,-14.7213,-11.4193,-15.9728,-9.0478,-8.6574,2.7789,common_voice_es_42750389.mp3,4140,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0994,0.0595,1246.51,2173.07,-373.7503,42.1126,14.3331,12.8983,-13.7116,-3.5523,-6.0415,-12.3253,-13.2082,-20.1343,-11.9061,-12.4419,1.1768,common_voice_es_42750390.mp3,4896,senior,female,cv-corpus-22.0-delta-2025-06-20
0.077,0.046,889.3606,1639.68,-406.2301,24.603,5.2767,7.1703,-1.4661,-1.0679,-7.6616,-13.0859,-7.104,-12.1954,-6.7486,-7.7629,2.8585,common_voice_es_42750391.mp3,3348,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0964,0.0483,1013.33,1691.48,-410.6678,30.9605,14.345,11.4499,-1.3861,-3.0016,-10.6823,-8.1698,-9.0106,-16.3038,-7.1312,-3.6885,-0.0971,common_voice_es_42750392.mp3,3816,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1363,0.0526,1587.11,2933.12,-400.8121,53.7295,5.8293,19.9726,-8.7481,-7.9434,-16.6599,-22.2743,-10.2883,-18.2995,-8.7745,-13.8844,5.439,common_voice_es_42750393.mp3,5760,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1208,0.0524,1615.82,2886.4,-392.1989,48.5318,9.6644,20.2666,-8.4129,-10.5057,-14.3785,-21.7655,-12.9474,-20.8301,-11.0787,-8.7955,4.9904,common_voice_es_42750394.mp3,7308,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1243,0.0636,1594.53,2782.54,-372.8557,47.1069,9.9391,17.2636,-3.4676,-10.4218,-11.5642,-20.8551,-12.6816,-16.9114,-15.5586,-13.644,-1.0537,common_voice_es_42750394_aug_pitch_-1.38.mp3,7308,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0879,0.0716,986.8581,1532.64,-385.4827,34.4743,11.9357,4.552,-9.2357,2.211,-5.3638,-10.7138,-5.8665,-12.5703,-5.8042,-6.3967,2.8611,common_voice_es_42750395.mp3,3456,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1725,0.065,1908.45,3149.43,-338.4859,62.2987,18.1813,14.8552,-6.1992,-3.5792,-23.959,-21.8635,-17.3056,-24.9585,-14.8887,-13.9885,4.4136,common_voice_es_42750396.mp3,6228,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1276,0.05,1636.68,2912.37,-371.5136,47.2892,13.2906,19.2749,-12.3014,-5.1939,-12.4478,-20.0113,-15.7468,-19.3718,-12.4623,-15.1643,1.4715,common_voice_es_42750397.mp3,7380,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1248,0.0507,1619.23,3004.43,-375.8249,46.6364,1.212,0.0497,-18.4597,-1.8183,-12.2627,-22.32,-5.6345,-13.1458,-2.2776,-10.6454,9.3754,common_voice_es_42750398.mp3,5580,senior,female,cv-corpus-22.0-delta-2025-06-20
0.082,0.05,1050.07,1733.63,-410.8182,26.3903,12.545,17.0597,-0.5769,-3.7539,-8.1947,-9.9135,-6.9287,-17.694,-8.1423,-7.6476,2.166,common_voice_es_42750399.mp3,3672,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0799,0.086,936.8236,1683.67,-355.6966,36.4831,8.7811,14.6086,-5.636,-3.4957,-9.3645,-14.0461,-11.6885,-17.2109,-7.1308,-7.4165,1.8402,common_voice_es_42750400.mp3,3816,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1345,0.0595,1603.23,2795.68,-364.4735,48.1981,6.8085,16.3252,-7.6264,-5.7105,-11.3726,-21.4563,-13.4356,-20.0055,-10.1682,-13.1943,3.7873,common_voice_es_42750401.mp3,5760,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1386,0.0531,1577.15,2790.9,-383.9342,49.7187,8.058,16.195,-7.475,-6.5293,-12.6433,-21.3786,-12.3777,-19.5286,-10.7207,-13.0621,4.0261,common_voice_es_42750401_aug_pitch_0.03.mp3,5760,senior,female,cv-corpus-22.0-delta-2025-06-20
0.164,0.073,1833.68,3126.54,-323.947,59.6796,8.4918,12.4601,-8.3243,-12.6411,-20.8466,-21.7291,-19.8511,-21.0355,-13.1322,-14.6842,2.5686,common_voice_es_42750402.mp3,7164,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1714,0.0498,2052.74,3257.51,-403.0048,39.8207,10.1886,12.3551,-15.3384,-5.1736,-15.5043,-19.7753,-11.7588,-19.0234,-8.6271,-12.251,2.5878,common_voice_es_42750403.mp3,7056,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1845,0.0473,2123.39,3356.19,-395.6381,30.4977,8.4882,8.3094,-15.4445,-3.3931,-15.0527,-15.3895,-8.5551,-17.5261,-7.0776,-8.8514,2.3946,common_voice_es_42750403_aug_stretch_0.91.mp3,7745,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1807,0.0732,2048.98,3141.12,-370.0526,35.7661,9.1671,8.0414,-15.2214,-2.9732,-15.9404,-16.9627,-10.4384,-20.0042,-8.1835,-10.622,2.7013,common_voice_es_42750403_aug_stretch_0.96.mp3,7380,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1993,0.0519,2416.04,3839.17,-363.069,46.2235,20.3714,8.8982,-15.8642,3.3141,-15.0976,-22.0913,-12.741,-18.0491,-10.7753,-9.0938,-0.2913,common_voice_es_42750404.mp3,8964,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1609,0.074,1944.17,3291.25,-358.1112,55.6095,5.8535,16.9051,-8.9086,-9.6102,-15.977,-22.1386,-18.3381,-20.9839,-4.9335,-13.4534,1.9533,common_voice_es_42750405.mp3,7812,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1622,0.085,1730.95,2899.33,-327.9275,62.3017,23.7826,16.7624,-8.0776,-8.2321,-19.9288,-20.453,-23.0108,-21.2686,-12.6779,-10.6982,2.9191,common_voice_es_42750406.mp3,5508,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1303,0.0622,1380.37,2279.56,-380.2605,41.8511,16.603,5.3866,-11.0544,2.2645,-15.0536,-16.163,-11.4811,-19.8754,-10.3486,-8.7703,0.7829,common_voice_es_42750407.mp3,4788,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1427,0.0598,1505.41,2449.04,-360.9028,39.3124,19.1011,3.9139,-11.0836,0.1256,-16.544,-16.8444,-12.3645,-18.9398,-11.1597,-10.4807,-0.2017,common_voice_es_42750407_aug_stretch_0.92.mp3,5197,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0848,0.0441,975.8143,1738.11,-427.9442,35.798,12.4366,16.3392,-6.8196,1.5654,-9.0193,-16.1625,-10.4005,-17.0714,-4.9605,-11.5913,1.3636,common_voice_es_42750408.mp3,3780,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0926,0.0498,1030.9,1834.3,-415.6485,36.5711,12.1232,13.3077,-8.0135,1.0124,-13.5237,-14.6162,-13.306,-15.5614,-4.143,-10.2621,2.3706,common_voice_es_42750408_aug_pitch_0.72.mp3,3780,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1955,0.0637,2145.25,3476.36,-342.7716,51.8881,13.9824,11.388,-9.5288,-5.1264,-19.4915,-21.9742,-16.5413,-19.7321,-9.2743,-14.9487,3.663,common_voice_es_42750409.mp3,6408,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1112,0.0551,1360.03,2454.42,-355.0295,58.6132,-1.9076,3.4987,-19.9968,-6.5294,-15.9363,-26.6334,-9.4162,-13.794,-5.7453,-10.5093,3.7528,common_voice_es_42750410.mp3,5292,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0892,0.0622,1176.49,1922.52,-398.2782,31.2949,7.7473,10.5881,-8.2034,-3.7807,-9.7823,-17.836,-5.4412,-18.6397,-6.6408,-9.3863,2.2552,common_voice_es_42750411.mp3,4608,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0915,0.0671,1170.68,1910.28,-382.4819,32.6372,9.5093,9.4593,-8.0981,-3.4114,-9.0959,-17.338,-5.5511,-17.8877,-6.4089,-9.2564,1.6322,common_voice_es_42750411_aug_stretch_1.03.mp3,4457,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1248,0.0346,1356.12,2179.99,-434.6762,28.8643,13.5791,11.0065,-6.4508,-0.6891,-12.7816,-18.9024,-9.863,-13.399,-5.9493,-6.6019,-0.5306,common_voice_es_42750412.mp3,4320,senior,female,cv-corpus-22.0-delta-2025-06-20
0.1469,0.0717,1691.32,2851.46,-346.577,58.9964,26.4289,12.3043,-16.7256,-9.4924,-14.3032,-24.7921,-22.991,-29.7962,-12.4244,-13.7974,0.8061,common_voice_es_42750413.mp3,8316,senior,female,cv-corpus-22.0-delta-2025-06-20
0.051,0.0397,530.1319,871.2679,-437.8779,28.7893,5.013,10.2893,-1.9359,-2.8589,-2.2672,-8.5945,-5.5826,-6.2974,-7.0327,-4.9398,1.0638,common_voice_es_42750414.mp3,2952,senior,female,cv-corpus-22.0-delta-2025-06-20
0.0964,0.0346,1137.07,1927.75,-428.8777,33.7844,9.3271,10.3372,-4.9112,-3.4242,-9.0123,-17.3646,-10.4443,-15.5957,-4.9447,-9.08,0.1429,common_voice_es_42750415.mp3,4068,senior,female,cv-corpus-22.0-delta-2025-06-20
